d_cp	valid	CVEGEO	CVE_ENT	CVE_MUN	NOMGEO
56380	TRUE	15029	15	029	Chicoloapan
54575	TRUE	15046	15	046	Jilotzingo
54570	TRUE	15046	15	046	Jilotzingo
54576	TRUE	15046	15	046	Jilotzingo
54334	TRUE	15112	15	112	Villa del Carbón
56247	TRUE	15099	15	099	Texcoco
54336	TRUE	15112	15	112	Villa del Carbón
54315	TRUE	15112	15	112	Villa del Carbón
56217	TRUE	15099	15	099	Texcoco
54346	TRUE	15112	15	112	Villa del Carbón
56230	TRUE	15099	15	099	Texcoco
56495	TRUE	15070	15	070	La Paz
57185	TRUE	15058	15	058	Nezahualcóyotl
56214	TRUE	15099	15	099	Texcoco
54265	TRUE	15045	15	045	Jilotepec
53580	TRUE	15057	15	057	Naucalpan de Juárez
56253	TRUE	15099	15	099	Texcoco
56224	TRUE	15099	15	099	Texcoco
56246	TRUE	15099	15	099	Texcoco
56255	TRUE	15099	15	099	Texcoco
56254	TRUE	15099	15	099	Texcoco
56244	TRUE	15099	15	099	Texcoco
56245	TRUE	15099	15	099	Texcoco
56236	TRUE	15099	15	099	Texcoco
57103	TRUE	15058	15	058	Nezahualcóyotl
55235	TRUE	15033	15	033	Ecatepec de Morelos
56140	TRUE	15099	15	099	Texcoco
54274	TRUE	15045	15	045	Jilotepec
54270	TRUE	15045	15	045	Jilotepec
55230	TRUE	15033	15	033	Ecatepec de Morelos
56130	TRUE	15099	15	099	Texcoco
54028	TRUE	15104	15	104	Tlalnepantla de Baz
54275	TRUE	15045	15	045	Jilotepec
54020	TRUE	15104	15	104	Tlalnepantla de Baz
54276	TRUE	15045	15	045	Jilotepec
54260	TRUE	15045	15	045	Jilotepec
56207	TRUE	15099	15	099	Texcoco
51446	TRUE	15123	15	123	Luvianos
54255	TRUE	15045	15	045	Jilotepec
54263	TRUE	15045	15	045	Jilotepec
52420	TRUE	15088	15	088	Tenancingo
54025	TRUE	15104	15	104	Tlalnepantla de Baz
56054	TRUE	15069	15	069	Papalotla
53694	TRUE	15057	15	057	Naucalpan de Juárez
53695	TRUE	15057	15	057	Naucalpan de Juárez
54325	TRUE	15112	15	112	Villa del Carbón
56240	TRUE	15099	15	099	Texcoco
56260	TRUE	15099	15	099	Texcoco
56220	TRUE	15099	15	099	Texcoco
56227	TRUE	15099	15	099	Texcoco
56250	TRUE	15099	15	099	Texcoco
56216	TRUE	15099	15	099	Texcoco
56213	TRUE	15099	15	099	Texcoco
56243	TRUE	15099	15	099	Texcoco
53710	TRUE	15057	15	057	Naucalpan de Juárez
55836	TRUE	15092	15	092	Teotihuacán
50717	TRUE	15048	15	048	Jocotitlán
57180	TRUE	15058	15	058	Nezahualcóyotl
50710	TRUE	15048	15	048	Jocotitlán
54683	TRUE	15035	15	035	Huehuetoca
51432	TRUE	15082	15	082	Tejupilco
51435	TRUE	15082	15	082	Tejupilco
56880	TRUE	15094	15	094	Tepetlixpa
51434	TRUE	15082	15	082	Tejupilco
51422	TRUE	15082	15	082	Tejupilco
56890	TRUE	15094	15	094	Tepetlixpa
51428	TRUE	15082	15	082	Tejupilco
51427	TRUE	15082	15	082	Tejupilco
51418	TRUE	15082	15	082	Tejupilco
50463	TRUE	15014	15	014	Atlacomulco
50570	TRUE	15056	15	056	Morelos
54694	TRUE	15035	15	035	Huehuetoca
55854	TRUE	15075	15	075	San Martín de las Pirámides
55856	TRUE	15075	15	075	San Martín de las Pirámides
55850	TRUE	15075	15	075	San Martín de las Pirámides
55852	TRUE	15075	15	075	San Martín de las Pirámides
54696	TRUE	15035	15	035	Huehuetoca
51385	TRUE	15118	15	118	Zinacantepec
56050	TRUE	15069	15	069	Papalotla
50496	TRUE	15014	15	014	Atlacomulco
51160	TRUE	15116	15	116	Zacazonapan
51300	TRUE	15086	15	086	Temascaltepec
50458	TRUE	15014	15	014	Atlacomulco
52939	TRUE	15013	15	013	Atizapán de Zaragoza
52187	TRUE	15055	15	055	Mexicaltzingo
51980	TRUE	15119	15	119	Zumpahuacán
51950	TRUE	15107	15	107	Tonatico
50483	TRUE	15014	15	014	Atlacomulco
50470	TRUE	15014	15	014	Atlacomulco
50476	TRUE	15014	15	014	Atlacomulco
50475	TRUE	15014	15	014	Atlacomulco
50473	TRUE	15014	15	014	Atlacomulco
50466	TRUE	15014	15	014	Atlacomulco
50465	TRUE	15014	15	014	Atlacomulco
50493	TRUE	15014	15	014	Atlacomulco
50490	TRUE	15014	15	014	Atlacomulco
50559	TRUE	15056	15	056	Morelos
52403	TRUE	15088	15	088	Tenancingo
54246	TRUE	15045	15	045	Jilotepec
52425	TRUE	15088	15	088	Tenancingo
52430	TRUE	15088	15	088	Tenancingo
52004	TRUE	15051	15	051	Lerma
50567	TRUE	15056	15	056	Morelos
51360	TRUE	15118	15	118	Zinacantepec
51354	TRUE	15118	15	118	Zinacantepec
52040	TRUE	15051	15	051	Lerma
52054	TRUE	15051	15	051	Lerma
52043	TRUE	15051	15	051	Lerma
52060	TRUE	15115	15	115	Xonacatlán
51670	TRUE	15097	15	097	Texcaltitlán
52044	TRUE	15051	15	051	Lerma
51690	TRUE	15097	15	097	Texcaltitlán
52070	TRUE	15115	15	115	Xonacatlán
51040	TRUE	15032	15	032	Donato Guerra
50566	TRUE	15056	15	056	Morelos
54480	TRUE	15038	15	038	Isidro Fabela
52795	TRUE	15037	15	037	Huixquilucan
52774	TRUE	15037	15	037	Huixquilucan
52799	TRUE	15037	15	037	Huixquilucan
52226	TRUE	15018	15	018	Calimaya
52794	TRUE	15037	15	037	Huixquilucan
52796	TRUE	15037	15	037	Huixquilucan
52773	TRUE	15037	15	037	Huixquilucan
52793	TRUE	15037	15	037	Huixquilucan
52798	TRUE	15037	15	037	Huixquilucan
52790	TRUE	15037	15	037	Huixquilucan
52680	TRUE	15043	15	043	Xalatlaco
51030	TRUE	15032	15	032	Donato Guerra
52766	TRUE	15037	15	037	Huixquilucan
52505	TRUE	15012	15	012	Atizapán
52660	TRUE	15101	15	101	Tianguistenco
52182	TRUE	15055	15	055	Mexicaltzingo
52603	TRUE	15101	15	101	Tianguistenco
56270	TRUE	15030	15	030	Chiconcuac
52650	TRUE	15101	15	101	Tianguistenco
52233	TRUE	15018	15	018	Calimaya
55952	TRUE	15016	15	016	Axapusco
50610	TRUE	15064	15	064	El Oro
50600	TRUE	15064	15	064	El Oro
50874	TRUE	15087	15	087	Temoaya
50603	TRUE	15064	15	064	El Oro
50453	TRUE	15014	15	014	Atlacomulco
52347	TRUE	15090	15	090	Tenango del Valle
50770	TRUE	15042	15	042	Ixtlahuaca
50696	TRUE	15074	15	074	San Felipe del Progreso
50697	TRUE	15074	15	074	San Felipe del Progreso
50783	TRUE	15042	15	042	Ixtlahuaca
55966	TRUE	15016	15	016	Axapusco
50754	TRUE	15042	15	042	Ixtlahuaca
50880	TRUE	15087	15	087	Temoaya
50773	TRUE	15042	15	042	Ixtlahuaca
50755	TRUE	15042	15	042	Ixtlahuaca
50740	TRUE	15042	15	042	Ixtlahuaca
50893	TRUE	15087	15	087	Temoaya
50785	TRUE	15042	15	042	Ixtlahuaca
56037	TRUE	15028	15	028	Chiautla
50894	TRUE	15087	15	087	Temoaya
50890	TRUE	15087	15	087	Temoaya
50885	TRUE	15087	15	087	Temoaya
50774	TRUE	15042	15	042	Ixtlahuaca
50764	TRUE	15042	15	042	Ixtlahuaca
52346	TRUE	15090	15	090	Tenango del Valle
52310	TRUE	15090	15	090	Tenango del Valle
50863	TRUE	15087	15	087	Temoaya
52357	TRUE	15090	15	090	Tenango del Valle
50886	TRUE	15087	15	087	Temoaya
55913	TRUE	15065	15	065	Otumba
52353	TRUE	15090	15	090	Tenango del Valle
52315	TRUE	15090	15	090	Tenango del Valle
55940	TRUE	15016	15	016	Axapusco
55926	TRUE	15065	15	065	Otumba
56614	TRUE	15122	15	122	Valle de Chalco Solidaridad
56264	TRUE	15099	15	099	Texcoco
50864	TRUE	15087	15	087	Temoaya
50868	TRUE	15087	15	087	Temoaya
55925	TRUE	15065	15	065	Otumba
55914	TRUE	15065	15	065	Otumba
55900	TRUE	15065	15	065	Otumba
55963	TRUE	15016	15	016	Axapusco
51924	TRUE	15040	15	040	Ixtapan de la Sal
54203	TRUE	15071	15	071	Polotitlán
54280	TRUE	15079	15	079	Soyaniquilpan de Juárez
55965	TRUE	15016	15	016	Axapusco
55950	TRUE	15016	15	016	Axapusco
55954	TRUE	15016	15	016	Axapusco
55973	TRUE	15061	15	061	Nopaltepec
54283	TRUE	15079	15	079	Soyaniquilpan de Juárez
52083	TRUE	15067	15	067	Otzolotepec
50624	TRUE	15064	15	064	El Oro
55975	TRUE	15061	15	061	Nopaltepec
54314	TRUE	15112	15	112	Villa del Carbón
54310	TRUE	15112	15	112	Villa del Carbón
54313	TRUE	15112	15	112	Villa del Carbón
55654	TRUE	15096	15	096	Tequixquiac
54300	TRUE	15112	15	112	Villa del Carbón
55667	TRUE	15010	15	010	Apaxco
55657	TRUE	15096	15	096	Tequixquiac
55663	TRUE	15010	15	010	Apaxco
55655	TRUE	15096	15	096	Tequixquiac
51600	TRUE	15080	15	080	Sultepec
55660	TRUE	15010	15	010	Apaxco
54333	TRUE	15112	15	112	Villa del Carbón
55970	TRUE	15061	15	061	Nopaltepec
55974	TRUE	15061	15	061	Nopaltepec
55653	TRUE	15096	15	096	Tequixquiac
55666	TRUE	15010	15	010	Apaxco
51130	TRUE	15066	15	066	Otzoloapan
51700	TRUE	15021	15	021	Coatepec Harinas
52484	TRUE	15063	15	063	Ocuilan
52480	TRUE	15063	15	063	Ocuilan
56265	TRUE	15099	15	099	Texcoco
51550	TRUE	15105	15	105	Tlatlaya
51783	TRUE	15113	15	113	Villa Guerrero
51585	TRUE	15105	15	105	Tlatlaya
51760	TRUE	15113	15	113	Villa Guerrero
51936	TRUE	15040	15	040	Ixtapan de la Sal
51937	TRUE	15040	15	040	Ixtapan de la Sal
51923	TRUE	15040	15	040	Ixtapan de la Sal
51916	TRUE	15040	15	040	Ixtapan de la Sal
51933	TRUE	15040	15	040	Ixtapan de la Sal
51910	TRUE	15040	15	040	Ixtapan de la Sal
51915	TRUE	15040	15	040	Ixtapan de la Sal
51010	TRUE	15111	15	111	Villa de Allende
52184	TRUE	15055	15	055	Mexicaltzingo
52186	TRUE	15055	15	055	Mexicaltzingo
51470	TRUE	15077	15	077	San Simón de Guerrero
51530	TRUE	15008	15	008	Amatepec
51500	TRUE	15008	15	008	Amatepec
51020	TRUE	15111	15	111	Villa de Allende
56074	TRUE	15093	15	093	Tepetlaoxtoc
56070	TRUE	15093	15	093	Tepetlaoxtoc
56073	TRUE	15093	15	093	Tepetlaoxtoc
50990	TRUE	15114	15	114	Villa Victoria
52180	TRUE	15055	15	055	Mexicaltzingo
52189	TRUE	15055	15	055	Mexicaltzingo
56075	TRUE	15093	15	093	Tepetlaoxtoc
56084	TRUE	15093	15	093	Tepetlaoxtoc
52185	TRUE	15055	15	055	Mexicaltzingo
56086	TRUE	15093	15	093	Tepetlaoxtoc
52244	TRUE	15027	15	027	Chapultepec
52243	TRUE	15027	15	027	Chapultepec
51464	TRUE	15123	15	123	Luvianos
51135	TRUE	15066	15	066	Otzoloapan
51462	TRUE	15123	15	123	Luvianos
52282	TRUE	15073	15	073	San Antonio la Isla
52280	TRUE	15073	15	073	San Antonio la Isla
56087	TRUE	15093	15	093	Tepetlaoxtoc
56076	TRUE	15093	15	093	Tepetlaoxtoc
56078	TRUE	15093	15	093	Tepetlaoxtoc
56085	TRUE	15093	15	093	Tepetlaoxtoc
52360	TRUE	15072	15	072	Rayón
52364	TRUE	15072	15	072	Rayón
56080	TRUE	15093	15	093	Tepetlaoxtoc
56088	TRUE	15093	15	093	Tepetlaoxtoc
56083	TRUE	15093	15	093	Tepetlaoxtoc
56077	TRUE	15093	15	093	Tepetlaoxtoc
56584	TRUE	15039	15	039	Ixtapaluca
56580	TRUE	15039	15	039	Ixtapaluca
56590	TRUE	15039	15	039	Ixtapaluca
56599	TRUE	15039	15	039	Ixtapaluca
52363	TRUE	15072	15	072	Rayón
52366	TRUE	15072	15	072	Rayón
52362	TRUE	15072	15	072	Rayón
50924	TRUE	15005	15	005	Almoloya de Juárez
50927	TRUE	15005	15	005	Almoloya de Juárez
52770	TRUE	15037	15	037	Huixquilucan
52544	TRUE	15006	15	006	Almoloya del Río
52570	TRUE	15098	15	098	Texcalyacac
54350	TRUE	15026	15	026	Chapa de Mota
54386	TRUE	15026	15	026	Chapa de Mota
54385	TRUE	15026	15	026	Chapa de Mota
50505	TRUE	15102	15	102	Timilpan
52785	TRUE	15037	15	037	Huixquilucan
52783	TRUE	15037	15	037	Huixquilucan
52540	TRUE	15006	15	006	Almoloya del Río
52764	TRUE	15037	15	037	Huixquilucan
52765	TRUE	15037	15	037	Huixquilucan
52786	TRUE	15037	15	037	Huixquilucan
52788	TRUE	15037	15	037	Huixquilucan
52780	TRUE	15037	15	037	Huixquilucan
50925	TRUE	15005	15	005	Almoloya de Juárez
50920	TRUE	15005	15	005	Almoloya de Juárez
50910	TRUE	15005	15	005	Almoloya de Juárez
50926	TRUE	15005	15	005	Almoloya de Juárez
50907	TRUE	15005	15	005	Almoloya de Juárez
52776	TRUE	15037	15	037	Huixquilucan
52778	TRUE	15037	15	037	Huixquilucan
52779	TRUE	15037	15	037	Huixquilucan
50904	TRUE	15005	15	005	Almoloya de Juárez
50930	TRUE	15005	15	005	Almoloya de Juárez
52763	TRUE	15037	15	037	Huixquilucan
50934	TRUE	15005	15	005	Almoloya de Juárez
50933	TRUE	15005	15	005	Almoloya de Juárez
50900	TRUE	15005	15	005	Almoloya de Juárez
50903	TRUE	15005	15	005	Almoloya de Juárez
52787	TRUE	15037	15	037	Huixquilucan
52784	TRUE	15037	15	037	Huixquilucan
50906	TRUE	15005	15	005	Almoloya de Juárez
52777	TRUE	15037	15	037	Huixquilucan
50946	TRUE	15005	15	005	Almoloya de Juárez
50945	TRUE	15005	15	005	Almoloya de Juárez
50935	TRUE	15005	15	005	Almoloya de Juárez
50944	TRUE	15005	15	005	Almoloya de Juárez
50940	TRUE	15005	15	005	Almoloya de Juárez
50943	TRUE	15005	15	005	Almoloya de Juárez
51105	TRUE	15078	15	078	Santo Tomás
51106	TRUE	15078	15	078	Santo Tomás
50504	TRUE	15102	15	102	Timilpan
50500	TRUE	15102	15	102	Timilpan
54240	TRUE	15045	15	045	Jilotepec
50985	TRUE	15114	15	114	Villa Victoria
55628	TRUE	15120	15	120	Zumpango
51116	TRUE	15078	15	078	Santo Tomás
55064	TRUE	15033	15	033	Ecatepec de Morelos
50980	TRUE	15114	15	114	Villa Victoria
50983	TRUE	15114	15	114	Villa Victoria
52161	TRUE	15054	15	054	Metepec
50996	TRUE	15114	15	114	Villa Victoria
50997	TRUE	15114	15	114	Villa Victoria
51417	TRUE	15082	15	082	Tejupilco
51084	TRUE	15041	15	041	Ixtapan del Oro
52030	TRUE	15051	15	051	Lerma
51080	TRUE	15041	15	041	Ixtapan del Oro
51085	TRUE	15041	15	041	Ixtapan del Oro
51083	TRUE	15041	15	041	Ixtapan del Oro
51089	TRUE	15041	15	041	Ixtapan del Oro
51075	TRUE	15041	15	041	Ixtapan del Oro
50503	TRUE	15102	15	102	Timilpan
56203	TRUE	15099	15	099	Texcoco
54685	TRUE	15035	15	035	Huehuetoca
54684	TRUE	15035	15	035	Huehuetoca
54890	TRUE	15053	15	053	Melchor Ocampo
51424	TRUE	15082	15	082	Tejupilco
54697	TRUE	15035	15	035	Huehuetoca
51423	TRUE	15082	15	082	Tejupilco
51074	TRUE	15041	15	041	Ixtapan del Oro
51076	TRUE	15041	15	041	Ixtapan del Oro
55984	TRUE	15084	15	084	Temascalapa
56256	TRUE	15099	15	099	Texcoco
55826	TRUE	15092	15	092	Teotihuacán
54939	TRUE	15109	15	109	Tultitlán
55767	TRUE	15081	15	081	Tecámac
55795	TRUE	15059	15	059	Nextlalpan
56033	TRUE	15028	15	028	Chiautla
52333	TRUE	15090	15	090	Tenango del Valle
50987	TRUE	15114	15	114	Villa Victoria
50984	TRUE	15114	15	114	Villa Victoria
54985	TRUE	15108	15	108	Tultepec
54987	TRUE	15108	15	108	Tultepec
52356	TRUE	15090	15	090	Tenango del Valle
52750	TRUE	15062	15	062	Ocoyoacac
54833	TRUE	15024	15	024	Cuautitlán
52756	TRUE	15062	15	062	Ocoyoacac
50986	TRUE	15114	15	114	Villa Victoria
52743	TRUE	15062	15	062	Ocoyoacac
50965	TRUE	15114	15	114	Villa Victoria
50994	TRUE	15114	15	114	Villa Victoria
50964	TRUE	15114	15	114	Villa Victoria
50993	TRUE	15114	15	114	Villa Victoria
50973	TRUE	15114	15	114	Villa Victoria
50967	TRUE	15114	15	114	Villa Victoria
50960	TRUE	15114	15	114	Villa Victoria
50974	TRUE	15114	15	114	Villa Victoria
50975	TRUE	15114	15	114	Villa Victoria
50966	TRUE	15114	15	114	Villa Victoria
50963	TRUE	15114	15	114	Villa Victoria
50995	TRUE	15114	15	114	Villa Victoria
50235	TRUE	15106	15	106	Toluca
56583	TRUE	15039	15	039	Ixtapaluca
56376	TRUE	15029	15	029	Chicoloapan
56267	TRUE	15099	15	099	Texcoco
56305	TRUE	15011	15	011	Atenco
55619	TRUE	15120	15	120	Zumpango
52710	TRUE	15019	15	019	Capulhuac
54929	TRUE	15109	15	109	Tultitlán
56300	TRUE	15011	15	011	Atenco
52085	TRUE	15067	15	067	Otzolotepec
56225	TRUE	15099	15	099	Texcoco
56263	TRUE	15099	15	099	Texcoco
52067	TRUE	15115	15	115	Xonacatlán
52079	TRUE	15115	15	115	Xonacatlán
56338	TRUE	15031	15	031	Chimalhuacán
56440	TRUE	15070	15	070	La Paz
52733	TRUE	15019	15	019	Capulhuac
54972	TRUE	15108	15	108	Tultepec
56023	TRUE	15100	15	100	Tezoyuca
52723	TRUE	15019	15	019	Capulhuac
54783	TRUE	15091	15	091	Teoloyucan
56510	TRUE	15070	15	070	La Paz
55606	TRUE	15120	15	120	Zumpango
56363	TRUE	15031	15	031	Chimalhuacán
52090	TRUE	15067	15	067	Otzolotepec
55780	TRUE	15044	15	044	Jaltenco
54189	TRUE	15104	15	104	Tlalnepantla de Baz
56274	TRUE	15030	15	030	Chiconcuac
54193	TRUE	15104	15	104	Tlalnepantla de Baz
54195	TRUE	15104	15	104	Tlalnepantla de Baz
54884	TRUE	15053	15	053	Melchor Ocampo
56272	TRUE	15030	15	030	Chiconcuac
54124	TRUE	15104	15	104	Tlalnepantla de Baz
51930	TRUE	15040	15	040	Ixtapan de la Sal
51073	TRUE	15041	15	041	Ixtapan del Oro
51070	TRUE	15041	15	041	Ixtapan del Oro
50884	TRUE	15067	15	067	Otzolotepec
56377	TRUE	15029	15	029	Chicoloapan
51209	TRUE	15110	15	110	Valle de Bravo
51248	TRUE	15110	15	110	Valle de Bravo
50017	TRUE	15106	15	106	Toluca
51139	TRUE	15066	15	066	Otzoloapan
50000	TRUE	15106	15	106	Toluca
55960	TRUE	15016	15	016	Axapusco
50050	TRUE	15106	15	106	Toluca
54693	TRUE	15035	15	035	Huehuetoca
50071	TRUE	15106	15	106	Toluca
51727	TRUE	15021	15	021	Coatepec Harinas
51714	TRUE	15021	15	021	Coatepec Harinas
50040	TRUE	15106	15	106	Toluca
50090	TRUE	15106	15	106	Toluca
50115	TRUE	15106	15	106	Toluca
50120	TRUE	15106	15	106	Toluca
51285	TRUE	15007	15	007	Amanalco
50122	TRUE	15106	15	106	Toluca
50123	TRUE	15106	15	106	Toluca
55684	TRUE	15036	15	036	Hueypoxtla
51148	TRUE	15066	15	066	Otzoloapan
50170	TRUE	15106	15	106	Toluca
51723	TRUE	15021	15	021	Coatepec Harinas
50110	TRUE	15106	15	106	Toluca
50103	TRUE	15106	15	106	Toluca
50206	TRUE	15106	15	106	Toluca
50214	TRUE	15106	15	106	Toluca
50223	TRUE	15106	15	106	Toluca
50227	TRUE	15106	15	106	Toluca
50228	TRUE	15106	15	106	Toluca
50225	TRUE	15106	15	106	Toluca
50256	TRUE	15106	15	106	Toluca
50254	TRUE	15106	15	106	Toluca
50240	TRUE	15106	15	106	Toluca
50245	TRUE	15106	15	106	Toluca
50226	TRUE	15106	15	106	Toluca
50220	TRUE	15106	15	106	Toluca
50209	TRUE	15106	15	106	Toluca
50210	TRUE	15106	15	106	Toluca
55757	TRUE	15081	15	081	Tecámac
50236	TRUE	15106	15	106	Toluca
50230	TRUE	15106	15	106	Toluca
50274	TRUE	15106	15	106	Toluca
54237	TRUE	15071	15	071	Polotitlán
50280	TRUE	15106	15	106	Toluca
50283	TRUE	15106	15	106	Toluca
54233	TRUE	15071	15	071	Polotitlán
50286	TRUE	15106	15	106	Toluca
50293	TRUE	15106	15	106	Toluca
50294	TRUE	15106	15	106	Toluca
50270	TRUE	15106	15	106	Toluca
50743	TRUE	15042	15	042	Ixtlahuaca
50850	TRUE	15087	15	087	Temoaya
51776	TRUE	15113	15	113	Villa Guerrero
56933	TRUE	15009	15	009	Amecameca
56930	TRUE	15009	15	009	Amecameca
51430	TRUE	15082	15	082	Tejupilco
51900	TRUE	15040	15	040	Ixtapan de la Sal
51904	TRUE	15040	15	040	Ixtapan de la Sal
52065	TRUE	15051	15	051	Lerma
52100	TRUE	15076	15	076	San Mateo Atenco
52106	TRUE	15106	15	106	Toluca
56929	TRUE	15009	15	009	Amecameca
52105	TRUE	15076	15	076	San Mateo Atenco
51989	TRUE	15119	15	119	Zumpahuacán
51765	TRUE	15113	15	113	Villa Guerrero
56874	TRUE	15050	15	050	Juchitepec
52154	TRUE	15054	15	054	Metepec
52147	TRUE	15054	15	054	Metepec
50495	TRUE	15014	15	014	Atlacomulco
52155	TRUE	15054	15	054	Metepec
50494	TRUE	15014	15	014	Atlacomulco
52149	TRUE	15054	15	054	Metepec
54770	TRUE	15091	15	091	Teoloyucan
54785	TRUE	15024	15	024	Cuautitlán
51200	TRUE	15110	15	110	Valle de Bravo
55070	TRUE	15033	15	033	Ecatepec de Morelos
52150	TRUE	15054	15	054	Metepec
52140	TRUE	15054	15	054	Metepec
52172	TRUE	15054	15	054	Metepec
52163	TRUE	15054	15	054	Metepec
52175	TRUE	15054	15	054	Metepec
52164	TRUE	15054	15	054	Metepec
52168	TRUE	15054	15	054	Metepec
52300	TRUE	15090	15	090	Tenango del Valle
52304	TRUE	15090	15	090	Tenango del Valle
52303	TRUE	15090	15	090	Tenango del Valle
52157	TRUE	15054	15	054	Metepec
52158	TRUE	15054	15	054	Metepec
52159	TRUE	15054	15	054	Metepec
52176	TRUE	15054	15	054	Metepec
52166	TRUE	15054	15	054	Metepec
52178	TRUE	15054	15	054	Metepec
52167	TRUE	15054	15	054	Metepec
52169	TRUE	15054	15	054	Metepec
52170	TRUE	15054	15	054	Metepec
52307	TRUE	15090	15	090	Tenango del Valle
51785	TRUE	15113	15	113	Villa Guerrero
52320	TRUE	15090	15	090	Tenango del Valle
52350	TRUE	15090	15	090	Tenango del Valle
52700	TRUE	15019	15	019	Capulhuac
52305	TRUE	15090	15	090	Tenango del Valle
51784	TRUE	15113	15	113	Villa Guerrero
52930	TRUE	15013	15	013	Atizapán de Zaragoza
52909	TRUE	15013	15	013	Atizapán de Zaragoza
50265	TRUE	15106	15	106	Toluca
50253	TRUE	15106	15	106	Toluca
52730	TRUE	15019	15	019	Capulhuac
52900	TRUE	15013	15	013	Atizapán de Zaragoza
52915	TRUE	15013	15	013	Atizapán de Zaragoza
52923	TRUE	15013	15	013	Atizapán de Zaragoza
52925	TRUE	15013	15	013	Atizapán de Zaragoza
52926	TRUE	15013	15	013	Atizapán de Zaragoza
52928	TRUE	15013	15	013	Atizapán de Zaragoza
52929	TRUE	15013	15	013	Atizapán de Zaragoza
52927	TRUE	15013	15	013	Atizapán de Zaragoza
52910	TRUE	15013	15	013	Atizapán de Zaragoza
52916	TRUE	15013	15	013	Atizapán de Zaragoza
52940	TRUE	15013	15	013	Atizapán de Zaragoza
52945	TRUE	15013	15	013	Atizapán de Zaragoza
52919	TRUE	15013	15	013	Atizapán de Zaragoza
52918	TRUE	15013	15	013	Atizapán de Zaragoza
52920	TRUE	15013	15	013	Atizapán de Zaragoza
52924	TRUE	15013	15	013	Atizapán de Zaragoza
52946	TRUE	15013	15	013	Atizapán de Zaragoza
52947	TRUE	15013	15	013	Atizapán de Zaragoza
52948	TRUE	15013	15	013	Atizapán de Zaragoza
52949	TRUE	15013	15	013	Atizapán de Zaragoza
52953	TRUE	15013	15	013	Atizapán de Zaragoza
52956	TRUE	15013	15	013	Atizapán de Zaragoza
52957	TRUE	15013	15	013	Atizapán de Zaragoza
52958	TRUE	15013	15	013	Atizapán de Zaragoza
52959	TRUE	15013	15	013	Atizapán de Zaragoza
52960	TRUE	15013	15	013	Atizapán de Zaragoza
52965	TRUE	15013	15	013	Atizapán de Zaragoza
52975	TRUE	15013	15	013	Atizapán de Zaragoza
52976	TRUE	15013	15	013	Atizapán de Zaragoza
52970	TRUE	15013	15	013	Atizapán de Zaragoza
52967	TRUE	15013	15	013	Atizapán de Zaragoza
52968	TRUE	15013	15	013	Atizapán de Zaragoza
52966	TRUE	15013	15	013	Atizapán de Zaragoza
52950	TRUE	15013	15	013	Atizapán de Zaragoza
52978	TRUE	15013	15	013	Atizapán de Zaragoza
52979	TRUE	15013	15	013	Atizapán de Zaragoza
52986	TRUE	15013	15	013	Atizapán de Zaragoza
52988	TRUE	15013	15	013	Atizapán de Zaragoza
52985	TRUE	15013	15	013	Atizapán de Zaragoza
52987	TRUE	15013	15	013	Atizapán de Zaragoza
52990	TRUE	15013	15	013	Atizapán de Zaragoza
52994	TRUE	15013	15	013	Atizapán de Zaragoza
52995	TRUE	15013	15	013	Atizapán de Zaragoza
52996	TRUE	15013	15	013	Atizapán de Zaragoza
53000	TRUE	15057	15	057	Naucalpan de Juárez
53010	TRUE	15057	15	057	Naucalpan de Juárez
53030	TRUE	15057	15	057	Naucalpan de Juárez
53040	TRUE	15057	15	057	Naucalpan de Juárez
53050	TRUE	15057	15	057	Naucalpan de Juárez
53060	TRUE	15057	15	057	Naucalpan de Juárez
52977	TRUE	15013	15	013	Atizapán de Zaragoza
52998	TRUE	15013	15	013	Atizapán de Zaragoza
53070	TRUE	15057	15	057	Naucalpan de Juárez
50264	TRUE	15106	15	106	Toluca
53115	TRUE	15057	15	057	Naucalpan de Juárez
53116	TRUE	15057	15	057	Naucalpan de Juárez
53117	TRUE	15057	15	057	Naucalpan de Juárez
53119	TRUE	15057	15	057	Naucalpan de Juárez
53120	TRUE	15057	15	057	Naucalpan de Juárez
53124	TRUE	15057	15	057	Naucalpan de Juárez
50260	TRUE	15106	15	106	Toluca
53127	TRUE	15057	15	057	Naucalpan de Juárez
53128	TRUE	15057	15	057	Naucalpan de Juárez
53129	TRUE	15057	15	057	Naucalpan de Juárez
53100	TRUE	15057	15	057	Naucalpan de Juárez
53130	TRUE	15057	15	057	Naucalpan de Juárez
53138	TRUE	15057	15	057	Naucalpan de Juárez
53140	TRUE	15057	15	057	Naucalpan de Juárez
53150	TRUE	15057	15	057	Naucalpan de Juárez
53160	TRUE	15057	15	057	Naucalpan de Juárez
53170	TRUE	15057	15	057	Naucalpan de Juárez
53177	TRUE	15057	15	057	Naucalpan de Juárez
53178	TRUE	15057	15	057	Naucalpan de Juárez
53179	TRUE	15057	15	057	Naucalpan de Juárez
50018	TRUE	15106	15	106	Toluca
53216	TRUE	15057	15	057	Naucalpan de Juárez
53224	TRUE	15057	15	057	Naucalpan de Juárez
53228	TRUE	15057	15	057	Naucalpan de Juárez
53230	TRUE	15057	15	057	Naucalpan de Juárez
53200	TRUE	15057	15	057	Naucalpan de Juárez
53217	TRUE	15057	15	057	Naucalpan de Juárez
